번호,대여/반납,일시,보관소명,거치대번호,처리자
1069098,대여,2012년02월23일19시21분02초,해담는 다리,9,사용자
1069102,대여,2012년02월23일19시23분03초,증산2교,2,사용자
1069118,대여,2012년02월23일19시27분50초,증산2교,19,사용자
1069374,대여,2012년02월23일20시24분34초,사천교,8,사용자
1069620,대여,2012년02월23일20시45분10초,사천교,5,사용자
1069670,대여,2012년02월23일20시49분44초,사천교,15,사용자
1092150,대여,2012년02월24일11시51분43초,사천교,1,사용자
1092156,대여,2012년02월24일11시57분15초,해담는 다리,9,사용자
1092162,대여,2012년02월24일12시21분50초,사천교,4,사용자
1092169,대여,2012년02월24일13시33분48초,홍은사거리,23,사용자
1092171,대여,2012년02월24일14시03분36초,증산2교,7,사용자
1092172,대여,2012년02월24일14시17분19초,사천교,12,사용자
1092174,대여,2012년02월24일14시23분19초,해담는 다리,9,사용자
1092191,대여,2012년02월24일14시27분06초,해담는 다리,6,사용자
1092202,대여,2012년02월24일14시37분26초,홍은사거리,5,사용자
1092203,대여,2012년02월24일14시39분03초,홍은사거리,7,사용자
1092205,대여,2012년02월24일14시46분40초,사천교,5,관리자
1092220,대여,2012년02월24일14시52분56초,홍은사거리,7,사용자
1092222,대여,2012년02월24일14시54분13초,홍은사거리,4,사용자
1092224,대여,2012년02월24일15시04분38초,문화촌,12,사용자
1092226,대여,2012년02월24일15시13분01초,문화촌,17,사용자
1092228,대여,2012년02월24일15시15분16초,문화촌,4,사용자
1092230,대여,2012년02월24일15시19분49초,문화촌,17,사용자
1092235,대여,2012년02월24일16시13분52초,해담는 다리,5,사용자
1092236,대여,2012년02월24일16시20분25초,사천교,16,사용자
1092239,대여,2012년02월24일16시28분40초,사천교,10,사용자
1092242,대여,2012년02월24일16시46분41초,해담는 다리,6,사용자
1092259,대여,2012년02월24일17시00분35초,해담는 다리,9,사용자
1092261,대여,2012년02월24일17시04분10초,문화촌,15,사용자
1092262,대여,2012년02월24일17시05분42초,홍은사거리,5,사용자
1092263,대여,2012년02월24일17시05분56초,해담는 다리,8,사용자
1092265,대여,2012년02월24일17시07분22초,문화촌,17,사용자
1092267,대여,2012년02월24일17시09분57초,문화촌,4,사용자
1092269,대여,2012년02월24일17시11분46초,문화촌,19,사용자
1092295,대여,2012년02월24일17시33분02초,해담는 다리,10,사용자
1092296,대여,2012년02월24일17시34분46초,해담는 다리,5,사용자
1092298,대여,2012년02월24일17시37분56초,해담는 다리,14,사용자
1092363,대여,2012년02월24일18시41분57초,홍은사거리,24,사용자
1093057,대여,2012년02월24일19시42분51초,해담는 다리,6,사용자
1093156,대여,2012년02월24일19시49분25초,홍은사거리,4,사용자
1093187,대여,2012년02월24일19시50분28초,홍은사거리,7,사용자
1093288,대여,2012년02월24일19시55분50초,홍은사거리,6,사용자
1093980,대여,2012년02월24일20시29분50초,해담는 다리,9,사용자
1094119,대여,2012년02월24일20시37분56초,증산2교,7,사용자
1094151,대여,2012년02월24일20시39분32초,해담는 다리,9,사용자
1094333,대여,2012년02월24일20시50분44초,홍은사거리,1,사용자
1094362,대여,2012년02월24일20시52분18초,홍은사거리,11,사용자
1115641,대여,2012년02월25일08시30분01초,문화촌,4,사용자
1116221,대여,2012년02월25일08시49분40초,문화촌,9,사용자
1121325,대여,2012년02월25일11시19분47초,홍은사거리,1,사용자
1121370,대여,2012년02월25일11시21분01초,홍은사거리,9,사용자
1121398,대여,2012년02월25일11시22분03초,홍은사거리,1,사용자
1121746,대여,2012년02월25일11시32분15초,홍은사거리,1,사용자
1123157,대여,2012년02월25일12시20분15초,홍은사거리,1,사용자
1124595,대여,2012년02월25일13시38분33초,홍은사거리,4,사용자
1124637,대여,2012년02월25일13시44분08초,홍은사거리,7,사용자
1124664,대여,2012년02월25일13시48분33초,증산2교,10,사용자
1124712,대여,2012년02월25일14시00분59초,홍은사거리,7,사용자
1124728,대여,2012년02월25일14시03분18초,증산2교,6,사용자
1124736,대여,2012년02월25일14시07분33초,증산2교,5,사용자
1124752,대여,2012년02월25일14시14분16초,증산2교,14,사용자
1124763,대여,2012년02월25일14시16분01초,증산2교,7,사용자
1124955,대여,2012년02월25일14시39분31초,증산2교,16,사용자
1125003,대여,2012년02월25일14시44분09초,증산2교,6,사용자
1125107,대여,2012년02월25일14시54분23초,해담는 다리,9,사용자
1125197,대여,2012년02월25일15시06분57초,증산2교,7,사용자
1125266,대여,2012년02월25일15시30분47초,해담는 다리,10,사용자
1125281,대여,2012년02월25일15시40분10초,증산2교,2,사용자
1125282,대여,2012년02월25일15시41분00초,증산2교,6,사용자
1125495,대여,2012년02월25일17시09분41초,홍은사거리,4,사용자
1125529,대여,2012년02월25일17시19분50초,홍은사거리,1,사용자
1125545,대여,2012년02월25일17시25분20초,증산2교,3,사용자
1125555,대여,2012년02월25일17시54분22초,사천교,12,사용자
1125560,대여,2012년02월25일18시10분19초,문화촌,19,사용자
1125606,대여,2012년02월25일18시43분54초,문화촌,18,사용자
1126006,대여,2012년02월25일19시07분29초,사천교,15,사용자
1129074,대여,2012년02월25일20시48분27초,홍은사거리,10,사용자
1131959,대여,2012년02월26일10시42분16초,홍은사거리,10,사용자
1131972,대여,2012년02월26일10시45분19초,홍은사거리,7,사용자
1132322,대여,2012년02월26일11시49분42초,문화촌,16,사용자
1132327,대여,2012년02월26일11시50분21초,문화촌,19,사용자
1132680,대여,2012년02월26일12시18분31초,홍은사거리,4,사용자
1134158,대여,2012년02월26일13시07분36초,문화촌,15,사용자
1134634,대여,2012년02월26일13시22분05초,문화촌,16,사용자
1134852,대여,2012년02월26일13시28분10초,증산2교,3,사용자
1135588,대여,2012년02월26일13시51분01초,홍은사거리,10,사용자
1135615,대여,2012년02월26일13시51분46초,홍은사거리,24,사용자
1135848,대여,2012년02월26일14시00분20초,홍은사거리,1,사용자
1135890,대여,2012년02월26일14시02분06초,홍은사거리,8,사용자
1135957,대여,2012년02월26일14시04분21초,증산2교,14,사용자
1135972,대여,2012년02월26일14시05분04초,홍은사거리,9,사용자
1137042,대여,2012년02월26일14시51분16초,해담는 다리,14,관리자
1137196,대여,2012년02월26일15시02분24초,홍은사거리,1,사용자
1137214,대여,2012년02월26일15시03분58초,홍은사거리,11,사용자
1137264,대여,2012년02월26일15시07분29초,증산2교,6,사용자
1137481,대여,2012년02월26일15시23분06초,사천교,8,사용자
1137546,대여,2012년02월26일15시27분01초,사천교,4,사용자
1137720,대여,2012년02월26일15시40분29초,사천교,3,사용자
1137810,대여,2012년02월26일15시47분01초,사천교,2,사용자
1137899,대여,2012년02월26일15시54분36초,사천교,16,사용자
1137900,대여,2012년02월26일15시54분36초,홍은사거리,7,사용자
1138322,대여,2012년02월26일16시20분13초,증산2교,3,사용자
1138378,대여,2012년02월26일16시22분22초,증산2교,14,사용자
1138550,대여,2012년02월26일16시32분09초,해담는 다리,6,사용자
1138942,대여,2012년02월26일16시53분36초,사천교,17,사용자
1139071,대여,2012년02월26일17시00분58초,사천교,8,사용자
1139258,대여,2012년02월26일17시10분16초,사천교,4,사용자
1139793,대여,2012년02월26일17시38분37초,홍은사거리,5,사용자
1139804,대여,2012년02월26일17시39분36초,홍은사거리,1,사용자
1139824,대여,2012년02월26일17시41분47초,홍은사거리,10,사용자
1139846,대여,2012년02월26일17시45분30초,홍은사거리,21,사용자
1139852,대여,2012년02월26일17시46분40초,홍은사거리,4,사용자
1139890,대여,2012년02월26일17시53분17초,홍은사거리,8,사용자
1139903,대여,2012년02월26일17시55분17초,증산2교,10,사용자
1139985,대여,2012년02월26일18시07분21초,증산2교,2,사용자
1140362,대여,2012년02월26일18시35분14초,홍은사거리,7,사용자
1140719,대여,2012년02월26일18시56분00초,홍은사거리,5,사용자
1140816,대여,2012년02월26일19시00분49초,홍은사거리,1,사용자
1143020,대여,2012년02월26일20시51분11초,사천교,4,사용자
1143096,대여,2012년02월26일20시55분11초,사천교,8,사용자
1144320,대여,2012년02월27일10시42분16초,홍은사거리,1,사용자
1144560,대여,2012년02월27일11시29분21초,사천교,4,관리자
1148108,대여,2012년02월27일14시08분21초,증산2교,4,사용자
1148969,대여,2012년02월27일14시44분46초,홍은사거리,5,사용자
1148971,대여,2012년02월27일14시45분33초,홍은사거리,1,사용자
1149015,대여,2012년02월27일14시53분00초,사천교,17,사용자
1149229,대여,2012년02월27일15시14분55초,사천교,7,사용자
1149245,대여,2012년02월27일15시17분37초,사천교,16,사용자
1149262,대여,2012년02월27일15시19분28초,사천교,8,사용자
1149265,대여,2012년02월27일15시23분47초,사천교,15,사용자
1149266,대여,2012년02월27일15시30분57초,증산2교,2,사용자
1149268,대여,2012년02월27일15시34분05초,증산2교,20,사용자
1149296,대여,2012년02월27일15시37분26초,해담는 다리,10,사용자
1149643,대여,2012년02월27일16시04분32초,사천교,10,사용자
1149704,대여,2012년02월27일16시07분57초,홍은사거리,19,사용자
1150010,대여,2012년02월27일16시27분16초,문화촌,15,사용자
1150121,대여,2012년02월27일16시37분31초,홍은사거리,9,사용자
1150127,대여,2012년02월27일16시38분01초,증산2교,17,사용자
1150166,대여,2012년02월27일16시40분43초,문화촌,15,사용자
1150196,대여,2012년02월27일16시43분15초,증산2교,4,사용자
1150209,대여,2012년02월27일16시44분38초,증산2교,1,사용자
1150246,대여,2012년02월27일16시48분04초,홍은사거리,7,사용자
1150290,대여,2012년02월27일16시50분51초,사천교,16,사용자
1150299,대여,2012년02월27일16시51분27초,해담는 다리,13,사용자
1150327,대여,2012년02월27일16시53분26초,사천교,13,사용자
1150504,대여,2012년02월27일17시10분44초,문화촌,16,사용자
1150545,대여,2012년02월27일17시14분37초,문화촌,4,사용자
1150555,대여,2012년02월27일17시15분31초,문화촌,1,사용자
1150593,대여,2012년02월27일17시18분45초,증산2교,15,사용자
1150625,대여,2012년02월27일17시22분27초,문화촌,16,사용자
1150692,대여,2012년02월27일17시40분22초,사천교,17,사용자
1150703,대여,2012년02월27일17시49분51초,사천교,17,사용자
1150710,대여,2012년02월27일17시56분38초,해담는 다리,9,사용자
1150791,대여,2012년02월27일18시41분39초,홍은사거리,21,사용자
1150797,대여,2012년02월27일18시42분30초,해담는 다리,5,사용자
1150802,대여,2012년02월27일18시43분16초,해담는 다리,8,사용자
1151040,대여,2012년02월27일19시01분13초,해담는 다리,9,사용자
1151379,대여,2012년02월27일19시12분25초,증산2교,4,사용자
1151938,대여,2012년02월27일19시25분15초,사천교,15,사용자
1152252,대여,2012년02월27일19시32분14초,증산2교,15,사용자
1157237,대여,2012년02월28일11시04분00초,사천교,10,사용자
1157420,대여,2012년02월28일11시08분39초,홍은사거리,5,사용자
1157447,대여,2012년02월28일11시09분18초,홍은사거리,1,사용자
1159036,대여,2012년02월28일11시45분55초,홍은사거리,9,사용자
1159877,대여,2012년02월28일12시04분48초,증산2교,18,사용자
1160169,대여,2012년02월28일12시10분53초,증산2교,7,사용자
1160835,대여,2012년02월28일12시27분18초,사천교,17,사용자
1161539,대여,2012년02월28일12시44분44초,홍은사거리,19,사용자
1162438,대여,2012년02월28일13시06분22초,홍은사거리,24,사용자
1163264,대여,2012년02월28일13시33분01초,사천교,7,사용자
1163450,대여,2012년02월28일13시42분19초,문화촌,18,사용자
1163763,대여,2012년02월28일14시12분31초,해담는 다리,11,사용자
1163786,대여,2012년02월28일14시15분01초,해담는 다리,11,사용자
1163867,대여,2012년02월28일14시23분38초,해담는 다리,13,사용자
1164188,대여,2012년02월28일14시52분14초,증산2교,7,사용자
1164405,대여,2012년02월28일15시17분00초,사천교,10,사용자
1164467,대여,2012년02월28일15시24분34초,홍은사거리,21,사용자
1164490,대여,2012년02월28일15시27분14초,증산2교,6,사용자
1164494,대여,2012년02월28일15시27분27초,해담는 다리,5,사용자
1164510,대여,2012년02월28일15시28분58초,해담는 다리,9,사용자
1164539,대여,2012년02월28일15시33분32초,문화촌,15,사용자
